Method,Name,Error,Occurrences
POST,/tools.descartes.teastore.webui/loginAction?username=user432&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user432&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user197&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user197&password=password'),2
GET,/tools.descartes.teastore.webui/login,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),625
POST,/tools.descartes.teastore.webui/loginAction?username=user198&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user198&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=371,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=371'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user448&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user448&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=475,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user274&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user274&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user208&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user208&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user333&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user333&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user373&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user373&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user93&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user93&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user430&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user258&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user258&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user411&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user411&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user10&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user10&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user35&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user35&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user151&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user151&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user135&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user135&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=446,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=446'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=190,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=190'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user172&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user172&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user460&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user460&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=64,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=64'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user421&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user421&password=password'),2
GET,/tools.descartes.teastore.webui/product?id=189,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=189'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user462&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user462&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user0&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user0&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user493&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user493&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user300&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user300&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=474,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=474'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user497&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user497&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user170&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user170&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user402&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user288&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user288&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user118&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user118&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user87&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user87&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user34&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user34&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=494,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=494'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user389&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user389&password=password'),3
POST,/tools.descartes.teastore.webui/loginAction?username=user499&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user499&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user148&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user148&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user46&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=273,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=266,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=266'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user224&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user224&password=password'),1
GET,/tools.descartes.teastore.webui/,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/'),651
POST,/tools.descartes.teastore.webui/loginAction?username=user424&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user424&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user169&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user169&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=323,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=303,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=303'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user157&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),1
GET,/tools.descartes.teastore.webui/product?id=225,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=225'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user104&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user104&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user213&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user51&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user51&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=483,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=483'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user453&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user370&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user370&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=452,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=452'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user56&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user56&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user394&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user394&password=password'),2
GET,/tools.descartes.teastore.webui/category?page=4&category=3,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=4&category=3'),52
POST,/tools.descartes.teastore.webui/loginAction?username=user251&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user251&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user392&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user392&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=411,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=411'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user298&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user298&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user337&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user337&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=136,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user349&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user349&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user233&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user233&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=417,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=417'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=188,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=188'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user414&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user414&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user492&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user492&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user38&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user38&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user147&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user147&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user17&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user17&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user385&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user385&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=246,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user67&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user67&password=password'),3
POST,/tools.descartes.teastore.webui/loginAction?username=user269&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user269&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=355,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=355'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user259&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user259&password=password'),2
GET,/tools.descartes.teastore.webui/product?id=95,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=95'),1
GET,/tools.descartes.teastore.webui/product?id=481,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=481'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user347&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user347&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user428&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user428&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=285,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=285'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user110&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user110&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user26&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user26&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user27&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user27&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user296&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user296&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user307&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user307&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user130&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user130&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user285&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user285&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user418&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user418&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user10&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user291&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user291&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user275&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user275&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user383&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user383&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user180&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user180&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=33,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=33'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user262&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user262&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user438&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user438&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=40,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user238&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user238&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user178&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user178&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user375&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user375&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user358&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user358&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user435&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user435&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=486,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=486'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=459,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=459'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user293&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user293&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user433&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user433&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=31,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=31'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user364&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user364&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user248&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user248&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user215&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user215&password=password'),3
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=391,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user43&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user43&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user327&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user327&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=187,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=187'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user319&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user319&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=185,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=185'),1
GET,/tools.descartes.teastore.webui/product?id=403,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=403'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user97&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user97&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=215,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=340,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user12&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user12&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user78&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user78&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user105&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user105&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user107&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user107&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user332&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user332&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user461&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user461&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?firstname=User&lastname=User&adress1=Road&adress2=City&cardtype=volvo&cardnumber=314159265359&expirydate=12%2F2050&confirm=Confirm,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/order'),4
GET,/tools.descartes.teastore.webui/product?id=275,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=275'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user84&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user84&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=167,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=167'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user377&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user377&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user316&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user316&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user44&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user44&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user179&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user179&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user199&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user199&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user149&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user149&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=35,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=35'),1
